id,open_hour,close_hour,provider_id,day_of_week_id
60,06:30 am,06:30 pm,14,6
61,06:30 am,06:30 pm,15,2
62,06:30 am,06:30 pm,15,3
63,06:30 am,06:30 pm,15,4
64,06:30 am,06:30 pm,15,5
65,06:30 am,06:30 pm,15,6
66,07:00 am,05:30 pm,16,2
67,07:00 am,05:30 pm,16,3
68,07:00 am,05:30 pm,16,4
69,07:00 am,05:30 pm,16,5
70,07:00 am,05:30 pm,16,6
71,07:30 am,06:00 pm,17,2
72,07:30 am,06:00 pm,17,3
73,07:30 am,06:00 pm,17,4
74,07:30 am,06:00 pm,17,5
75,07:30 am,06:00 pm,17,6
76,07:00 am,05:30 pm,18,2
77,07:00 am,05:30 pm,18,3
78,07:00 am,05:30 pm,18,4
79,07:00 am,05:30 pm,18,5
80,07:00 am,05:30 pm,18,6
81,06:30 am,06:30 pm,19,2
82,06:30 am,06:30 pm,19,3
83,06:30 am,06:30 pm,19,4
84,06:30 am,06:30 pm,19,5
85,06:30 am,06:30 pm,19,6
86,07:30 am,06:00 pm,20,2
87,07:30 am,06:00 pm,20,3
88,07:30 am,06:00 pm,20,4
89,07:30 am,06:00 pm,20,5
90,07:30 am,06:00 pm,20,6
91,06:30 am,06:30 pm,21,2
92,06:30 am,06:30 pm,21,3
93,06:30 am,06:30 pm,21,4
94,06:30 am,06:30 pm,21,5
95,06:30 am,06:30 pm,21,6
96,07:00 am,05:30 pm,22,2
97,07:00 am,05:30 pm,22,3
98,07:00 am,05:30 pm,22,4
99,07:00 am,05:30 pm,22,5
100,07:00 am,05:30 pm,22,6
101,06:30 am,06:30 pm,23,2
102,06:30 am,06:30 pm,23,3
103,06:30 am,06:30 pm,23,4
104,06:30 am,06:30 pm,23,5
105,06:30 am,06:30 pm,23,6
106,07:30 am,06:00 pm,24,2
107,07:30 am,06:00 pm,24,3
108,07:30 am,06:00 pm,24,4
109,07:30 am,06:00 pm,24,5
110,07:30 am,06:00 pm,24,6
111,06:30 am,06:30 pm,25,2
112,06:30 am,06:30 pm,25,3
113,06:30 am,06:30 pm,25,4
114,06:30 am,06:30 pm,25,5
115,06:30 am,06:30 pm,25,6
116,07:30 am,06:00 pm,26,2
117,07:30 am,06:00 pm,26,3
118,07:30 am,06:00 pm,26,4
119,07:30 am,06:00 pm,26,5
120,07:30 am,06:00 pm,26,6
121,06:30 am,06:30 pm,27,2
122,06:30 am,06:30 pm,27,3
123,06:30 am,06:30 pm,27,4
124,06:30 am,06:30 pm,27,5
125,06:30 am,06:30 pm,27,6
126,06:30 am,06:30 pm,28,2
127,06:30 am,06:30 pm,28,3
128,06:30 am,06:30 pm,28,4
129,06:30 am,06:30 pm,28,5
130,06:30 am,06:30 pm,28,6
131,06:30 am,06:30 pm,29,2
132,06:30 am,06:30 pm,29,3
133,06:30 am,06:30 pm,29,4
134,06:30 am,06:30 pm,29,5
135,06:30 am,06:30 pm,29,6
136,06:30 am,06:30 pm,30,2
137,06:30 am,06:30 pm,30,3
138,06:30 am,06:30 pm,30,4
139,06:30 am,06:30 pm,30,5
140,06:30 am,06:30 pm,30,6
141,06:30 am,06:30 pm,31,2
142,06:30 am,06:30 pm,31,3
143,06:30 am,06:30 pm,31,4
144,06:30 am,06:30 pm,31,5
145,06:30 am,06:30 pm,31,6
146,03:30 pm,07:00 am,32,2
147,03:30 pm,07:00 am,32,3
148,03:30 pm,07:00 am,32,4
149,03:30 pm,07:00 am,32,5
150,03:30 pm,07:00 am,32,6
151,07:30 am,06:00 pm,33,2
152,07:30 am,06:00 pm,33,3
153,07:30 am,06:00 pm,33,4
154,07:30 am,06:00 pm,33,5
155,07:30 am,06:00 pm,33,6
156,06:30 am,06:30 pm,34,2
157,06:30 am,06:30 pm,34,3
158,06:30 am,06:30 pm,34,4
159,06:30 am,06:30 pm,34,5
160,06:30 am,06:30 pm,34,6
161,07:00 am,05:30 pm,35,2
162,07:00 am,05:30 pm,35,3
163,07:00 am,05:30 pm,35,4
164,07:00 am,05:30 pm,35,5
165,07:00 am,05:30 pm,35,6
166,06:30 am,06:30 pm,36,2
167,06:30 am,06:30 pm,36,3
168,06:30 am,06:30 pm,36,4
169,06:30 am,06:30 pm,36,5
170,06:30 am,06:30 pm,36,6
171,07:00 am,05:30 pm,37,2
172,07:00 am,05:30 pm,37,3
173,07:00 am,05:30 pm,37,4
174,07:00 am,05:30 pm,37,5
175,07:00 am,05:30 pm,37,6
176,06:30 am,06:30 pm,38,2
177,06:30 am,06:30 pm,38,3
178,06:30 am,06:30 pm,38,4
179,06:30 am,06:30 pm,38,5
180,06:30 am,06:30 pm,38,6
181,06:30 am,06:30 pm,39,2
182,06:30 am,06:30 pm,39,3
183,06:30 am,06:30 pm,39,4
184,06:30 am,06:30 pm,39,5
185,06:30 am,06:30 pm,39,6
186,06:30 am,06:30 pm,40,2
187,06:30 am,06:30 pm,40,3
188,06:30 am,06:30 pm,40,4
189,06:30 am,06:30 pm,40,5
190,06:30 am,06:30 pm,40,6
191,07:00 am,05:30 pm,41,2
192,07:00 am,05:30 pm,41,3
193,07:00 am,05:30 pm,41,4
194,07:00 am,05:30 pm,41,5
195,07:00 am,05:30 pm,41,6
196,09:00 am,04:00 pm,42,1
197,07:00 am,05:30 pm,42,2
198,07:00 am,05:30 pm,42,3
199,07:00 am,05:30 pm,42,4
200,07:00 am,05:30 pm,42,5
201,07:00 am,05:30 pm,42,6
202,09:00 am,04:00 pm,42,7
203,07:00 am,05:30 pm,43,2
204,07:00 am,05:30 pm,43,3
205,07:00 am,05:30 pm,43,4
206,07:00 am,05:30 pm,43,5
207,07:00 am,05:30 pm,43,6
208,06:30 am,06:30 pm,44,2
209,06:30 am,06:30 pm,44,3
210,06:30 am,06:30 pm,44,4
211,06:30 am,06:30 pm,44,5
212,06:30 am,06:30 pm,44,6
213,06:30 am,06:30 pm,45,2
214,06:30 am,06:30 pm,45,3
215,06:30 am,06:30 pm,45,4
216,06:30 am,06:30 pm,45,5
217,06:30 am,06:30 pm,45,6
218,06:30 am,06:30 pm,46,2
219,06:30 am,06:30 pm,46,3
220,06:30 am,06:30 pm,46,4
221,06:30 am,06:30 pm,46,5
222,06:30 am,06:30 pm,46,6
223,06:30 am,06:30 pm,47,2
224,06:30 am,06:30 pm,47,3
225,06:30 am,06:30 pm,47,4
226,06:30 am,06:30 pm,47,5
227,06:30 am,06:30 pm,47,6
228,07:00 am,05:30 pm,48,2
229,07:00 am,05:30 pm,48,3
230,07:00 am,05:30 pm,48,4
231,07:00 am,05:30 pm,48,5
232,07:00 am,05:30 pm,48,6
233,06:30 am,06:30 pm,49,2
234,06:30 am,06:30 pm,49,3
235,06:30 am,06:30 pm,49,4
236,06:30 am,06:30 pm,49,5
237,06:30 am,06:30 pm,49,6
238,06:30 am,06:30 pm,50,2
239,06:30 am,06:30 pm,50,3
240,06:30 am,06:30 pm,50,4
241,06:30 am,06:30 pm,50,5
242,06:30 am,06:30 pm,50,6
243,09:00 am,04:00 pm,51,1
244,06:30 am,06:30 pm,51,2
245,06:30 am,06:30 pm,51,3
246,06:30 am,06:30 pm,51,4
247,06:30 am,06:30 pm,51,5
248,06:30 am,06:30 pm,51,6
249,09:00 am,04:00 pm,51,7
250,06:30 am,06:30 pm,52,2
251,06:30 am,06:30 pm,52,3
252,06:30 am,06:30 pm,52,4
253,06:30 am,06:30 pm,52,5
254,06:30 am,06:30 pm,52,6
255,06:30 am,06:30 pm,53,2
256,06:30 am,06:30 pm,53,3
257,06:30 am,06:30 pm,53,4
258,06:30 am,06:30 pm,53,5
259,06:30 am,06:30 pm,53,6
260,07:00 am,05:30 pm,54,2
261,07:00 am,05:30 pm,54,3
262,07:00 am,05:30 pm,54,4
263,07:00 am,05:30 pm,54,5
264,07:00 am,05:30 pm,54,6
265,07:00 am,05:30 pm,55,2
266,07:00 am,05:30 pm,55,3
267,07:00 am,05:30 pm,55,4
268,07:00 am,05:30 pm,55,5
269,07:00 am,05:30 pm,55,6
270,06:30 am,06:30 pm,56,2
271,06:30 am,06:30 pm,56,3
272,06:30 am,06:30 pm,56,4
273,06:30 am,06:30 pm,56,5
274,06:30 am,06:30 pm,56,6
275,07:30 am,06:00 pm,57,2
276,07:30 am,06:00 pm,57,3
277,07:30 am,06:00 pm,57,4
278,07:30 am,06:00 pm,57,5
279,07:30 am,06:00 pm,57,6
280,07:00 am,05:30 pm,58,2
281,07:00 am,05:30 pm,58,3
282,07:00 am,05:30 pm,58,4
283,07:00 am,05:30 pm,58,5
284,07:00 am,05:30 pm,58,6
285,06:30 am,06:30 pm,59,2
286,06:30 am,06:30 pm,59,3
287,06:30 am,06:30 pm,59,4
288,06:30 am,06:30 pm,59,5
289,06:30 am,06:30 pm,59,6
290,07:00 am,05:30 pm,60,2
291,07:00 am,05:30 pm,60,3
292,07:00 am,05:30 pm,60,4
293,07:00 am,05:30 pm,60,5
294,07:00 am,05:30 pm,60,6
295,07:00 am,05:30 pm,61,2
296,07:00 am,05:30 pm,61,3
297,07:00 am,05:30 pm,61,4
298,07:00 am,05:30 pm,61,5
299,07:00 am,05:30 pm,61,6
300,07:00 am,05:30 pm,62,2
301,07:00 am,05:30 pm,62,3
302,07:00 am,05:30 pm,62,4
303,07:00 am,05:30 pm,62,5
304,07:00 am,05:30 pm,62,6
305,07:00 am,05:30 pm,63,2
306,07:00 am,05:30 pm,63,3
307,07:00 am,05:30 pm,63,4
308,07:00 am,05:30 pm,63,5
309,07:00 am,05:30 pm,63,6
310,07:30 am,06:00 pm,64,2
311,07:30 am,06:00 pm,64,3
312,07:30 am,06:00 pm,64,4
313,07:30 am,06:00 pm,64,5
314,07:30 am,06:00 pm,64,6
315,07:00 am,05:30 pm,65,2
316,07:00 am,05:30 pm,65,3
317,07:00 am,05:30 pm,65,4
318,07:00 am,05:30 pm,65,5
319,07:00 am,05:30 pm,65,6
320,06:30 am,06:30 pm,66,2
321,06:30 am,06:30 pm,66,3
322,06:30 am,06:30 pm,66,4
323,06:30 am,06:30 pm,66,5
324,06:30 am,06:30 pm,66,6
325,06:30 am,06:30 pm,67,2
326,06:30 am,06:30 pm,67,3
327,06:30 am,06:30 pm,67,4
328,06:30 am,06:30 pm,67,5
329,06:30 am,06:30 pm,67,6
330,07:00 am,05:30 pm,68,2
331,07:00 am,05:30 pm,68,3
332,07:00 am,05:30 pm,68,4
333,07:00 am,05:30 pm,68,5
334,07:00 am,05:30 pm,68,6
335,06:30 am,06:30 pm,69,2
336,06:30 am,06:30 pm,69,3
337,06:30 am,06:30 pm,69,4
338,06:30 am,06:30 pm,69,5
339,06:30 am,06:30 pm,69,6
340,06:30 am,06:30 pm,70,2
341,06:30 am,06:30 pm,70,3
342,06:30 am,06:30 pm,70,4
343,06:30 am,06:30 pm,70,5
344,06:30 am,06:30 pm,70,6
345,07:00 am,05:30 pm,71,2
346,07:00 am,05:30 pm,71,3
347,07:00 am,05:30 pm,71,4
348,07:00 am,05:30 pm,71,5
349,07:00 am,05:30 pm,71,6
350,07:00 am,05:30 pm,72,2
351,07:00 am,05:30 pm,72,3
352,07:00 am,05:30 pm,72,4
353,07:00 am,05:30 pm,72,5
354,07:00 am,05:30 pm,72,6
355,07:30 am,06:00 pm,73,2
356,07:30 am,06:00 pm,73,3
357,07:30 am,06:00 pm,73,4
358,07:30 am,06:00 pm,73,5
359,07:30 am,06:00 pm,73,6
360,06:30 am,06:30 pm,74,2
361,06:30 am,06:30 pm,74,3
362,06:30 am,06:30 pm,74,4
363,06:30 am,06:30 pm,74,5
364,06:30 am,06:30 pm,74,6
365,07:30 am,06:00 pm,75,2
366,07:30 am,06:00 pm,75,3
367,07:30 am,06:00 pm,75,4
368,07:30 am,06:00 pm,75,5
369,07:30 am,06:00 pm,75,6
370,06:30 am,06:30 pm,76,2
371,06:30 am,06:30 pm,76,3
372,06:30 am,06:30 pm,76,4
373,06:30 am,06:30 pm,76,5
374,06:30 am,06:30 pm,76,6
375,07:30 am,06:00 pm,77,2
376,07:30 am,06:00 pm,77,3
377,07:30 am,06:00 pm,77,4
378,07:30 am,06:00 pm,77,5
379,07:30 am,06:00 pm,77,6
380,06:30 am,06:30 pm,78,2
381,06:30 am,06:30 pm,78,3
382,06:30 am,06:30 pm,78,4
383,06:30 am,06:30 pm,78,5
384,06:30 am,06:30 pm,78,6
385,07:00 am,05:30 pm,79,2
386,07:00 am,05:30 pm,79,3
387,07:00 am,05:30 pm,79,4
388,07:00 am,05:30 pm,79,5
389,07:00 am,05:30 pm,79,6
390,06:30 am,06:30 pm,80,2
391,06:30 am,06:30 pm,80,3
392,06:30 am,06:30 pm,80,4
393,06:30 am,06:30 pm,80,5
394,06:30 am,06:30 pm,80,6
395,07:00 am,05:30 pm,81,2
396,07:00 am,05:30 pm,81,3
397,07:00 am,05:30 pm,81,4
398,07:00 am,05:30 pm,81,5
399,07:00 am,05:30 pm,81,6
400,07:00 am,05:30 pm,82,2
401,07:00 am,05:30 pm,82,3
402,07:00 am,05:30 pm,82,4
403,07:00 am,05:30 pm,82,5
404,07:00 am,05:30 pm,82,6
405,07:00 am,05:30 pm,83,2
406,07:00 am,05:30 pm,83,3
407,07:00 am,05:30 pm,83,4
408,07:00 am,05:30 pm,83,5
409,07:00 am,05:30 pm,83,6
410,07:00 am,05:30 pm,84,2
411,07:00 am,05:30 pm,84,3
412,07:00 am,05:30 pm,84,4
413,07:00 am,05:30 pm,84,5
414,07:00 am,05:30 pm,84,6
415,06:30 am,06:30 pm,85,2
416,06:30 am,06:30 pm,85,3
417,06:30 am,06:30 pm,85,4
418,06:30 am,06:30 pm,85,5
419,06:30 am,06:30 pm,85,6
420,06:30 am,06:30 pm,86,2
421,06:30 am,06:30 pm,86,3
422,06:30 am,06:30 pm,86,4
423,06:30 am,06:30 pm,86,5
424,06:30 am,06:30 pm,86,6
425,07:00 am,05:30 pm,87,2
426,07:00 am,05:30 pm,87,3
427,07:00 am,05:30 pm,87,4
428,07:00 am,05:30 pm,87,5
429,07:00 am,05:30 pm,87,6
430,06:30 am,06:30 pm,88,2
431,06:30 am,06:30 pm,88,3
432,06:30 am,06:30 pm,88,4
433,06:30 am,06:30 pm,88,5
434,06:30 am,06:30 pm,88,6
435,07:00 am,05:30 pm,89,2
436,07:00 am,05:30 pm,89,3
437,07:00 am,05:30 pm,89,4
438,07:00 am,05:30 pm,89,5
439,07:00 am,05:30 pm,89,6
440,07:30 am,06:00 pm,90,2
441,07:30 am,06:00 pm,90,3
442,07:30 am,06:00 pm,90,4
443,07:30 am,06:00 pm,90,5
444,07:30 am,06:00 pm,90,6
445,07:00 am,05:30 pm,91,2
446,07:00 am,05:30 pm,91,3
447,07:00 am,05:30 pm,91,4
448,07:00 am,05:30 pm,91,5
449,07:00 am,05:30 pm,91,6
450,07:00 am,05:30 pm,92,2
451,07:00 am,05:30 pm,92,3
452,07:00 am,05:30 pm,92,4
453,07:00 am,05:30 pm,92,5
454,07:00 am,05:30 pm,92,6
455,07:00 am,05:30 pm,93,2
456,07:00 am,05:30 pm,93,3
457,07:00 am,05:30 pm,93,4
458,07:00 am,05:30 pm,93,5
459,07:00 am,05:30 pm,93,6
460,07:00 am,05:30 pm,94,2
461,07:00 am,05:30 pm,94,3
462,07:00 am,05:30 pm,94,4
463,07:00 am,05:30 pm,94,5
464,07:00 am,05:30 pm,94,6
465,06:30 am,06:30 pm,95,2
466,06:30 am,06:30 pm,95,3
467,06:30 am,06:30 pm,95,4
468,06:30 am,06:30 pm,95,5
469,06:30 am,06:30 pm,95,6
470,06:30 am,06:30 pm,96,2
471,06:30 am,06:30 pm,96,3
472,06:30 am,06:30 pm,96,4
473,06:30 am,06:30 pm,96,5
474,06:30 am,06:30 pm,96,6
475,06:30 am,06:30 pm,97,2
476,06:30 am,06:30 pm,97,3
477,06:30 am,06:30 pm,97,4
478,06:30 am,06:30 pm,97,5
479,06:30 am,06:30 pm,97,6
480,07:30 am,06:00 pm,98,2
481,07:30 am,06:00 pm,98,3
482,07:30 am,06:00 pm,98,4
483,07:30 am,06:00 pm,98,5
484,07:30 am,06:00 pm,98,6
485,06:30 am,06:30 pm,99,2
486,06:30 am,06:30 pm,99,3
487,06:30 am,06:30 pm,99,4
488,06:30 am,06:30 pm,99,5
489,06:30 am,06:30 pm,99,6
490,03:30 pm,11:00 pm,100,2
491,03:30 pm,11:00 pm,100,3
492,03:30 pm,11:00 pm,100,4
493,03:30 pm,11:00 pm,100,5
494,03:30 pm,11:00 pm,100,6
495,07:00 am,05:30 pm,101,2
496,07:00 am,05:30 pm,101,3
497,07:00 am,05:30 pm,101,4
498,07:00 am,05:30 pm,101,5
499,07:00 am,05:30 pm,101,6
500,06:30 am,06:30 pm,102,2
501,06:30 am,06:30 pm,102,3
502,06:30 am,06:30 pm,102,4
503,06:30 am,06:30 pm,102,5
504,06:30 am,06:30 pm,102,6
505,07:00 am,05:30 pm,103,2
506,07:00 am,05:30 pm,103,3
507,07:00 am,05:30 pm,103,4
508,07:00 am,05:30 pm,103,5
509,07:00 am,05:30 pm,103,6
510,07:00 am,05:30 pm,104,2
511,07:00 am,05:30 pm,104,3
512,07:00 am,05:30 pm,104,4
513,07:00 am,05:30 pm,104,5
514,07:00 am,05:30 pm,104,6
515,07:00 am,05:30 pm,105,2
516,07:00 am,05:30 pm,105,3
517,07:00 am,05:30 pm,105,4
518,07:00 am,05:30 pm,105,5
519,07:00 am,05:30 pm,105,6
520,06:30 am,06:30 pm,106,2
521,06:30 am,06:30 pm,106,3
522,06:30 am,06:30 pm,106,4
523,06:30 am,06:30 pm,106,5
524,06:30 am,06:30 pm,106,6
525,07:00 am,05:30 pm,107,2
526,07:00 am,05:30 pm,107,3
527,07:00 am,05:30 pm,107,4
528,07:00 am,05:30 pm,107,5
529,07:00 am,05:30 pm,107,6
530,07:00 am,05:30 pm,108,2
531,07:00 am,05:30 pm,108,3
532,07:00 am,05:30 pm,108,4
533,07:00 am,05:30 pm,108,5
534,07:00 am,05:30 pm,108,6
535,06:30 am,06:30 pm,109,2
536,06:30 am,06:30 pm,109,3
537,06:30 am,06:30 pm,109,4
538,06:30 am,06:30 pm,109,5
539,06:30 am,06:30 pm,109,6
540,06:30 am,06:30 pm,110,2
541,06:30 am,06:30 pm,110,3
542,06:30 am,06:30 pm,110,4
543,06:30 am,06:30 pm,110,5
544,06:30 am,06:30 pm,110,6
545,07:30 am,06:00 pm,111,2
546,07:30 am,06:00 pm,111,3
547,07:30 am,06:00 pm,111,4
548,07:30 am,06:00 pm,111,5
549,07:30 am,06:00 pm,111,6
550,06:30 am,06:30 pm,112,2
551,06:30 am,06:30 pm,112,3
552,06:30 am,06:30 pm,112,4
553,06:30 am,06:30 pm,112,5
554,06:30 am,06:30 pm,112,6
555,06:30 am,06:30 pm,113,2
556,06:30 am,06:30 pm,113,3
557,06:30 am,06:30 pm,113,4
558,06:30 am,06:30 pm,113,5
559,06:30 am,06:30 pm,113,6
560,07:30 am,06:00 pm,114,2
561,07:30 am,06:00 pm,114,3
562,07:30 am,06:00 pm,114,4
563,07:30 am,06:00 pm,114,5
564,07:30 am,06:00 pm,114,6
565,07:00 am,05:30 pm,115,2
566,07:00 am,05:30 pm,115,3
567,07:00 am,05:30 pm,115,4
568,07:00 am,05:30 pm,115,5
569,07:00 am,05:30 pm,115,6
570,06:30 am,06:30 pm,116,2
571,06:30 am,06:30 pm,116,3
572,06:30 am,06:30 pm,116,4
573,06:30 am,06:30 pm,116,5
574,06:30 am,06:30 pm,116,6
575,07:00 am,05:30 pm,117,2
576,07:00 am,05:30 pm,117,3
577,07:00 am,05:30 pm,117,4
578,07:00 am,05:30 pm,117,5
579,07:00 am,05:30 pm,117,6
580,06:30 am,06:30 pm,118,2
581,06:30 am,06:30 pm,118,3
582,06:30 am,06:30 pm,118,4
583,06:30 am,06:30 pm,118,5
584,06:30 am,06:30 pm,118,6
585,07:00 am,05:30 pm,119,2
586,07:00 am,05:30 pm,119,3
587,07:00 am,05:30 pm,119,4
588,07:00 am,05:30 pm,119,5
589,07:00 am,05:30 pm,119,6
590,07:00 am,05:30 pm,120,2
591,07:00 am,05:30 pm,120,3
592,07:00 am,05:30 pm,120,4
593,07:00 am,05:30 pm,120,5
594,07:00 am,05:30 pm,120,6
595,06:30 am,06:30 pm,121,2
596,06:30 am,06:30 pm,121,3
597,06:30 am,06:30 pm,121,4
598,06:30 am,06:30 pm,121,5
599,06:30 am,06:30 pm,121,6
600,06:30 am,06:30 pm,122,2
601,06:30 am,06:30 pm,122,3
602,06:30 am,06:30 pm,122,4
603,06:30 am,06:30 pm,122,5
604,06:30 am,06:30 pm,122,6
605,07:00 am,05:30 pm,123,2
606,07:00 am,05:30 pm,123,3
607,07:00 am,05:30 pm,123,4
608,07:00 am,05:30 pm,123,5
609,07:00 am,05:30 pm,123,6
610,06:30 am,06:30 pm,124,2
611,06:30 am,06:30 pm,124,3
612,06:30 am,06:30 pm,124,4
613,06:30 am,06:30 pm,124,5
614,06:30 am,06:30 pm,124,6
615,06:30 am,06:30 pm,125,2
616,06:30 am,06:30 pm,125,3
617,06:30 am,06:30 pm,125,4
618,06:30 am,06:30 pm,125,5
619,06:30 am,06:30 pm,125,6
620,06:30 am,06:30 pm,126,2
621,06:30 am,06:30 pm,126,3
622,06:30 am,06:30 pm,126,4
623,06:30 am,06:30 pm,126,5
624,06:30 am,06:30 pm,126,6
625,06:30 am,06:30 pm,127,2
626,06:30 am,06:30 pm,127,3
627,06:30 am,06:30 pm,127,4
628,06:30 am,06:30 pm,127,5
629,06:30 am,06:30 pm,127,6
630,03:30 pm,11:00 pm,128,2
631,03:30 pm,11:00 pm,128,3
632,03:30 pm,11:00 pm,128,4
633,03:30 pm,11:00 pm,128,5
634,03:30 pm,11:00 pm,128,6
635,06:30 am,06:30 pm,129,2
636,06:30 am,06:30 pm,129,3
637,06:30 am,06:30 pm,129,4
638,06:30 am,06:30 pm,129,5
639,06:30 am,06:30 pm,129,6
640,05:30 pm,07:30 am,130,2
641,05:30 pm,07:30 am,130,3
642,05:30 pm,07:30 am,130,4
643,05:30 pm,07:30 am,130,5
644,05:30 pm,07:30 am,130,6
645,06:30 am,06:30 pm,131,2
646,06:30 am,06:30 pm,131,3
647,06:30 am,06:30 pm,131,4
648,06:30 am,06:30 pm,131,5
649,06:30 am,06:30 pm,131,6
650,06:30 am,06:30 pm,132,2
651,06:30 am,06:30 pm,132,3
652,06:30 am,06:30 pm,132,4
653,06:30 am,06:30 pm,132,5
654,06:30 am,06:30 pm,132,6
655,06:30 am,06:30 pm,133,2
656,06:30 am,06:30 pm,133,3
657,06:30 am,06:30 pm,133,4
658,06:30 am,06:30 pm,133,5
659,06:30 am,06:30 pm,133,6
660,06:30 am,06:30 pm,134,2
661,06:30 am,06:30 pm,134,3
662,06:30 am,06:30 pm,134,4
663,06:30 am,06:30 pm,134,5
664,06:30 am,06:30 pm,134,6
665,06:30 am,06:30 pm,135,2
666,06:30 am,06:30 pm,135,3
667,06:30 am,06:30 pm,135,4
668,06:30 am,06:30 pm,135,5
669,06:30 am,06:30 pm,135,6
670,07:00 am,05:30 pm,136,2
671,07:00 am,05:30 pm,136,3
672,07:00 am,05:30 pm,136,4
673,07:00 am,05:30 pm,136,5
674,07:00 am,05:30 pm,136,6
675,06:30 am,06:30 pm,137,2
676,06:30 am,06:30 pm,137,3
677,06:30 am,06:30 pm,137,4
678,06:30 am,06:30 pm,137,5
679,06:30 am,06:30 pm,137,6
680,07:00 am,05:30 pm,138,2
681,07:00 am,05:30 pm,138,3
682,07:00 am,05:30 pm,138,4
683,07:00 am,05:30 pm,138,5
684,07:00 am,05:30 pm,138,6
685,06:30 am,06:30 pm,139,2
686,06:30 am,06:30 pm,139,3
687,06:30 am,06:30 pm,139,4
688,06:30 am,06:30 pm,139,5
689,06:30 am,06:30 pm,139,6
690,06:30 am,06:30 pm,140,2
691,06:30 am,06:30 pm,140,3
692,06:30 am,06:30 pm,140,4
693,06:30 am,06:30 pm,140,5
694,06:30 am,06:30 pm,140,6
695,06:30 am,06:30 pm,141,2
696,06:30 am,06:30 pm,141,3
697,06:30 am,06:30 pm,141,4
698,06:30 am,06:30 pm,141,5
699,06:30 am,06:30 pm,141,6
700,07:30 am,06:00 pm,142,2
701,07:30 am,06:00 pm,142,3
702,07:30 am,06:00 pm,142,4
703,07:30 am,06:00 pm,142,5
704,07:30 am,06:00 pm,142,6
705,06:30 am,06:30 pm,143,2
706,06:30 am,06:30 pm,143,3
707,06:30 am,06:30 pm,143,4
708,06:30 am,06:30 pm,143,5
709,06:30 am,06:30 pm,143,6
710,06:30 am,06:30 pm,144,2
711,06:30 am,06:30 pm,144,3
712,06:30 am,06:30 pm,144,4
713,06:30 am,06:30 pm,144,5
714,06:30 am,06:30 pm,144,6
715,07:00 am,05:30 pm,145,2
716,07:00 am,05:30 pm,145,3
717,07:00 am,05:30 pm,145,4
718,07:00 am,05:30 pm,145,5
719,07:00 am,05:30 pm,145,6
720,07:00 am,05:30 pm,146,2
721,07:00 am,05:30 pm,146,3
722,07:00 am,05:30 pm,146,4
723,07:00 am,05:30 pm,146,5
724,07:00 am,05:30 pm,146,6
725,06:30 am,06:30 pm,147,2
726,06:30 am,06:30 pm,147,3
727,06:30 am,06:30 pm,147,4
728,06:30 am,06:30 pm,147,5
729,06:30 am,06:30 pm,147,6
730,06:30 am,06:30 pm,148,2
731,06:30 am,06:30 pm,148,3
732,06:30 am,06:30 pm,148,4
733,06:30 am,06:30 pm,148,5
