id, price, provider_id, age_group_id
176,65,28,1
177,70,28,2
178,50,28,3
179,45,28,4
180,55,28,5
181,30,28,6
182,25,28,7
183,60,29,1
184,65,29,2
185,50,29,3
186,50,29,4
187,55,29,5
188,30,29,6
189,25,29,7
190,115,30,1
191,95,30,2
192,85,30,3
193,80,30,4
194,80,30,5
195,45,30,6
196,55,30,7
197,65,31,1
198,70,31,2
199,60,31,3
200,55,31,4
201,35,31,5
202,20,31,6
203,30,31,7
204,60,32,1
205,60,32,2
206,55,32,3
207,50,32,4
208,50,32,5
209,25,32,6
210,25,32,7
211,65,33,1
212,70,33,2
213,50,33,3
214,50,33,4
215,55,33,5
216,25,33,6
217,40,33,7
218,115,34,1
219,100,34,2
220,80,34,3
221,80,34,4
222,85,34,5
223,55,34,6
224,60,34,7
225,65,35,1
226,65,35,2
227,50,35,3
228,55,35,4
229,45,35,5
230,25,35,6
231,30,35,7
232,120,36,1
233,95,36,2
234,90,36,3
235,75,36,4
236,80,36,5
237,60,36,6
238,55,36,7
239,60,37,1
240,65,37,2
241,50,37,3
242,50,37,4
243,50,37,5
244,30,37,6
245,35,37,7
246,65,38,1
247,55,38,2
248,50,38,3
249,50,38,4
250,50,38,5
251,35,38,6
252,35,38,7
253,115,39,1
254,100,39,2
255,90,39,3
256,85,39,4
257,80,39,5
258,50,39,6
259,50,39,7
260,70,40,1
261,65,40,2
262,55,40,3
263,45,40,4
264,45,40,5
265,25,40,6
266,25,40,7
267,60,41,1
268,55,41,2
269,45,41,3
270,50,41,4
271,45,41,5
272,35,41,6
273,30,41,7
274,110,42,1
275,105,42,2
276,85,42,3
277,80,42,4
278,85,42,5
279,60,42,6
280,50,42,7
281,75,43,1
282,65,43,2
283,55,43,3
284,50,43,4
285,45,43,5
286,30,43,6
287,25,43,7
288,65,44,1
289,60,44,2
290,50,44,3
291,50,44,4
292,55,44,5
293,20,44,6
294,30,44,7
295,65,45,1
296,65,45,2
297,50,45,3
298,50,45,4
299,50,45,5
300,30,45,6
301,30,45,7
302,120,46,1
303,100,46,2
304,85,46,3
305,90,46,4
306,75,46,5
307,50,46,6
308,50,46,7
309,65,47,1
310,55,47,2
311,60,47,3
312,50,47,4
313,55,47,5
314,35,47,6
315,30,47,7
316,65,48,1
317,65,48,2
318,40,48,3
319,55,48,4
320,50,48,5
321,20,48,6
322,25,48,7
323,65,49,1
324,55,49,2
325,45,49,3
326,55,49,4
327,55,49,5
328,25,49,6
329,25,49,7
330,60,50,1
331,55,50,2
332,55,50,3
333,50,50,4
334,50,50,5
335,35,50,6
336,35,50,7
337,115,51,1
338,95,51,2
339,90,51,3
340,70,51,4
341,80,51,5
342,55,51,6
343,55,51,7
344,70,52,1
345,65,52,2
346,45,52,3
347,45,52,4
348,40,52,5
349,20,52,6
350,35,52,7
351,120,53,1
352,95,53,2
353,90,53,3
354,90,53,4
355,85,53,5
356,55,53,6
357,45,53,7
358,115,54,1
359,100,54,2
360,90,54,3
361,75,54,4
362,90,54,5
363,65,54,6
364,45,54,7
365,70,55,1
366,65,55,2
367,55,55,3
368,50,55,4
369,55,55,5
370,30,55,6
371,30,55,7
372,65,56,1
373,60,56,2
374,55,56,3
375,55,56,4
376,45,56,5
377,20,56,6
378,35,56,7
379,120,57,1
380,105,57,2
381,90,57,3
382,80,57,4
383,85,57,5
384,70,57,6
385,55,57,7
386,120,58,1
387,100,58,2
388,90,58,3
389,85,58,4
390,85,58,5
391,50,58,6
392,40,58,7
393,115,59,1
394,100,59,2
395,90,59,3
396,90,59,4
397,85,59,5
398,55,59,6
399,50,59,7
400,120,60,1
401,105,60,2
402,90,60,3
403,95,60,4
404,85,60,5
405,65,60,6
406,50,60,7
407,115,61,1
408,100,61,2
409,90,61,3
410,80,61,4
411,90,61,5
412,45,61,6
413,60,61,7
414,120,62,1
415,95,62,2
416,80,62,3
417,90,62,4
418,85,62,5
419,55,62,6
420,60,62,7
421,120,63,1
422,100,63,2
423,90,63,3
424,85,63,4
425,85,63,5
426,65,63,6
427,50,63,7
428,65,64,1
429,65,64,2
430,45,64,3
431,65,64,4
432,65,64,5
433,35,64,6
434,35,64,7
435,120,65,1
436,105,65,2
437,85,65,3
438,95,65,4
439,95,65,5
440,55,65,6
441,50,65,7
442,120,66,1
443,105,66,2
444,85,66,3
445,85,66,4
446,90,66,5
447,60,66,6
448,55,66,7
449,120,67,1
450,105,67,2
451,80,67,3
452,90,67,4
453,85,67,5
454,55,67,6
455,55,67,7
456,70,68,1
457,55,68,2
458,60,68,3
459,40,68,4
460,50,68,5
461,25,68,6
462,30,68,7
463,75,69,1
464,60,69,2
465,45,69,3
466,55,69,4
467,55,69,5
468,30,69,6
469,20,69,7
470,70,70,1
471,65,70,2
472,55,70,3
473,50,70,4
474,45,70,5
475,30,70,6
476,30,70,7
477,65,71,1
478,65,71,2
479,45,71,3
480,45,71,4
481,45,71,5
482,25,71,6
483,20,71,7
484,120,72,1
485,105,72,2
486,90,72,3
487,90,72,4
488,90,72,5
489,50,72,6
490,55,72,7
491,70,73,1
492,65,73,2
493,55,73,3
494,50,73,4
495,55,73,5
496,25,73,6
497,25,73,7
498,120,74,1
499,100,74,2
500,85,74,3
501,85,74,4
502,80,74,5
503,55,74,6
504,60,74,7
505,125,75,1
506,90,75,2
507,85,75,3
508,85,75,4
509,85,75,5
510,50,75,6
511,55,75,7
512,60,76,1
513,60,76,2
514,50,76,3
515,50,76,4
516,60,76,5
517,20,76,6
518,25,76,7
519,65,77,1
520,65,77,2
521,50,77,3
522,50,77,4
523,55,77,5
524,20,77,6
525,25,77,7
526,60,78,1
527,60,78,2
528,50,78,3
529,50,78,4
530,60,78,5
531,35,78,6
532,35,78,7
533,65,79,1
534,65,79,2
535,45,79,3
536,55,79,4
537,50,79,5
538,25,79,6
539,30,79,7
540,60,80,1
541,55,80,2
542,55,80,3
543,50,80,4
544,60,80,5
545,25,80,6
546,20,80,7
547,65,81,1
548,75,81,2
549,50,81,3
550,60,81,4
551,40,81,5
552,25,81,6
553,30,81,7
554,75,82,1
555,60,82,2
556,60,82,3
557,55,82,4
558,50,82,5
559,30,82,6
560,20,82,7
561,60,83,1
562,50,83,2
563,55,83,3
564,50,83,4
565,45,83,5
566,30,83,6
567,25,83,7
568,65,84,1
569,60,84,2
570,60,84,3
571,50,84,4
572,50,84,5
573,40,84,6
574,30,84,7
575,65,85,1
576,65,85,2
577,50,85,3
578,45,85,4
579,45,85,5
580,35,85,6
581,25,85,7
582,70,86,1
583,55,86,2
584,45,86,3
585,55,86,4
586,45,86,5
587,25,86,6
588,30,86,7
589,65,87,1
590,65,87,2
591,55,87,3
592,45,87,4
593,55,87,5
594,20,87,6
595,20,87,7
596,70,88,1
597,50,88,2
598,45,88,3
599,50,88,4
600,50,88,5
601,25,88,6
602,30,88,7
603,65,89,1
604,65,89,2
605,60,89,3
606,50,89,4
607,50,89,5
608,35,89,6
609,30,89,7
610,60,90,1
611,65,90,2
612,45,90,3
613,50,90,4
614,50,90,5
615,25,90,6
616,25,90,7
617,75,91,1
618,60,91,2
619,60,91,3
620,55,91,4
621,60,91,5
622,25,91,6
623,20,91,7
624,115,92,1
625,95,92,2
626,95,92,3
627,85,92,4
628,85,92,5
629,60,92,6
630,50,92,7
631,65,93,1
632,65,93,2
633,45,93,3
634,55,93,4
635,50,93,5
636,25,93,6
637,35,93,7
638,65,94,1
639,65,94,2
640,50,94,3
641,60,94,4
642,55,94,5
643,25,94,6
644,20,94,7
645,70,95,1
646,60,95,2
647,50,95,3
648,60,95,4
649,55,95,5
650,25,95,6
651,25,95,7
652,65,96,1
653,70,96,2
654,55,96,3
655,65,96,4
656,60,96,5
657,40,96,6
658,30,96,7
659,70,97,1
660,65,97,2
661,60,97,3
662,55,97,4
663,50,97,5
664,30,97,6
665,25,97,7
666,80,98,1
667,60,98,2
668,45,98,3
669,55,98,4
670,50,98,5
671,30,98,6
672,25,98,7
673,70,99,1
674,60,99,2
675,60,99,3
676,50,99,4
677,55,99,5
678,30,99,6
679,20,99,7
680,70,100,1
681,60,100,2
682,45,100,3
683,60,100,4
684,45,100,5
685,15,100,6
686,25,100,7
687,60,101,1
688,70,101,2
689,60,101,3
690,55,101,4
691,65,101,5
692,15,101,6
693,30,101,7
694,55,102,1
695,55,102,2
696,55,102,3
697,55,102,4
698,50,102,5
699,30,102,6
700,35,102,7
701,75,103,1
702,50,103,2
703,45,103,3
704,60,103,4
705,50,103,5
706,30,103,6
707,20,103,7
708,65,104,1
709,60,104,2
710,50,104,3
711,50,104,4
712,55,104,5
713,30,104,6
714,30,104,7
715,65,105,1
716,55,105,2
717,55,105,3
718,55,105,4
719,60,105,5
720,30,105,6
721,25,105,7
722,70,106,1
723,65,106,2
724,45,106,3
725,55,106,4
726,55,106,5
727,30,106,6
728,25,106,7
729,65,107,1
730,60,107,2
731,45,107,3
732,55,107,4
733,55,107,5
734,30,107,6
735,30,107,7
736,55,108,1
737,55,108,2
738,50,108,3
739,55,108,4
740,50,108,5
741,35,108,6
742,25,108,7
743,60,109,1
744,75,109,2
745,50,109,3
746,45,109,4
747,50,109,5
748,30,109,6
749,25,109,7
750,60,110,1
751,60,110,2
752,50,110,3
753,50,110,4
754,50,110,5
755,35,110,6
756,25,110,7
757,65,111,1
758,60,111,2
759,45,111,3
760,50,111,4
761,50,111,5
762,30,111,6
763,30,111,7
764,70,112,1
765,65,112,2
766,50,112,3
767,50,112,4
768,50,112,5
769,30,112,6
770,30,112,7
771,65,113,1
772,70,113,2
773,55,113,3
774,55,113,4
775,50,113,5
776,35,113,6
777,35,113,7
778,65,114,1
779,60,114,2
780,50,114,3
781,60,114,4
782,50,114,5
783,30,114,6
784,30,114,7
785,65,115,1
786,55,115,2
787,50,115,3
788,50,115,4
789,55,115,5
790,30,115,6
791,35,115,7
792,60,116,1
793,65,116,2
794,55,116,3
795,50,116,4
796,50,116,5
797,30,116,6
798,30,116,7
799,70,117,1
800,60,117,2
801,45,117,3
802,60,117,4
803,55,117,5
804,25,117,6
805,25,117,7
806,120,118,1
807,95,118,2
808,85,118,3
809,90,118,4
810,85,118,5
811,45,118,6
812,55,118,7
813,120,119,1
814,105,119,2
815,80,119,3
816,85,119,4
817,95,119,5
818,55,119,6
819,50,119,7
820,75,120,1
821,65,120,2
822,50,120,3
823,55,120,4
824,55,120,5
825,35,120,6
826,35,120,7
827,125,121,1
828,100,121,2
829,85,121,3
830,90,121,4
831,80,121,5
832,50,121,6
833,50,121,7
834,70,122,1
835,55,122,2
836,55,122,3
837,55,122,4
838,60,122,5
839,25,122,6
840,30,122,7
841,55,123,1
842,55,123,2
843,50,123,3
844,50,123,4
845,50,123,5
846,30,123,6
847,30,123,7
848,60,124,1
849,50,124,2
850,55,124,3
851,60,124,4
852,50,124,5
853,30,124,6
854,30,124,7
855,75,125,1
856,65,125,2
857,50,125,3
858,55,125,4
859,50,125,5
860,30,125,6
861,30,125,7
862,70,126,1
863,60,126,2
864,50,126,3
865,50,126,4
866,55,126,5
867,25,126,6
868,25,126,7
869,65,127,1
870,70,127,2
871,50,127,3
872,50,127,4
873,45,127,5
874,35,127,6
875,25,127,7
876,65,128,1
877,65,128,2
878,55,128,3
879,55,128,4
880,55,128,5
881,30,128,6
882,25,128,7
883,65,129,1
884,65,129,2
885,50,129,3
886,55,129,4
887,55,129,5
888,25,129,6
889,30,129,7
890,120,130,1
891,100,130,2
892,90,130,3
893,90,130,4
894,85,130,5
895,60,130,6
896,60,130,7
897,65,131,1
898,65,131,2
899,50,131,3
900,50,131,4
901,45,131,5
902,25,131,6
903,30,131,7
904,60,132,1
905,60,132,2
906,60,132,3
907,55,132,4
908,45,132,5
909,25,132,6
910,20,132,7
911,65,133,1
912,60,133,2
913,65,133,3
914,50,133,4
915,50,133,5
916,20,133,6
917,30,133,7
918,65,134,1
919,65,134,2
920,50,134,3
921,40,134,4
922,50,134,5
923,35,134,6
924,30,134,7
925,60,135,1
926,60,135,2
927,55,135,3
928,55,135,4
929,50,135,5
930,20,135,6
931,25,135,7
932,65,136,1
933,70,136,2
934,60,136,3
935,55,136,4
936,50,136,5
937,30,136,6
938,30,136,7
939,60,137,1
940,70,137,2
941,55,137,3
942,50,137,4
943,45,137,5
944,30,137,6
945,30,137,7
946,60,138,1
947,65,138,2
948,45,138,3
949,45,138,4
950,45,138,5
951,25,138,6
952,30,138,7
953,65,139,1
954,65,139,2
955,50,139,3
956,45,139,4
957,65,139,5
958,35,139,6
959,25,139,7
960,55,140,1
961,60,140,2
962,60,140,3
963,50,140,4
964,50,140,5
965,20,140,6
966,25,140,7
967,55,141,1
968,60,141,2
969,50,141,3
970,50,141,4
971,65,141,5
972,25,141,6
973,25,141,7
974,60,142,1
975,55,142,2
976,60,142,3
977,50,142,4
978,50,142,5
979,30,142,6
980,25,142,7
981,125,143,1
982,95,143,2
983,85,143,3
984,95,143,4
985,90,143,5
986,55,143,6
987,55,143,7
988,65,144,1
989,55,144,2
990,45,144,3
991,50,144,4
992,45,144,5
993,25,144,6
994,35,144,7
995,60,145,1
996,55,145,2
997,50,145,3
998,60,145,4
999,55,145,5
1000,20,145,6
1001,25,145,7
1002,75,146,1
1003,65,146,2
1004,55,146,3
1005,65,146,4
1006,50,146,5
1007,35,146,6
1008,30,146,7
1009,65,147,1
1010,60,147,2
1011,55,147,3
1012,55,147,4
1013,50,147,5
1014,35,147,6
1015,30,147,7
1016,115,148,1
1017,95,148,2
1018,85,148,3
1019,85,148,4
1020,90,148,5
1021,55,148,6
1022,55,148,7
1023,70,149,1
1024,60,149,2
1025,45,149,3
1026,50,149,4
1027,50,149,5
1028,25,149,6
1029,15,149,7
1030,70,150,1
1031,70,150,2
1032,50,150,3
1033,50,150,4
1034,60,150,5
1035,30,150,6
1036,20,150,7
1037,55,151,1
1038,55,151,2
1039,50,151,3
1040,50,151,4
1041,50,151,5
1042,20,151,6
1043,35,151,7
1044,120,152,1
1045,95,152,2
1046,85,152,3
1047,85,152,4
1048,85,152,5
1049,50,152,6
1050,60,152,7
1051,70,153,1
1052,55,153,2
1053,50,153,3
1054,55,153,4
1055,50,153,5
1056,25,153,6
1057,40,153,7
1058,60,154,1
1059,70,154,2
1060,45,154,3
1061,60,154,4
1062,40,154,5
1063,25,154,6
1064,30,154,7
1065,60,155,1
1066,55,155,2
1067,55,155,3
1068,60,155,4
1069,55,155,5
1070,25,155,6
1071,30,155,7
1072,120,156,1
1073,105,156,2
1074,90,156,3
1075,85,156,4
1076,85,156,5
1077,60,156,6
1078,55,156,7
1079,60,157,1
1080,65,157,2
1081,60,157,3
1082,50,157,4
1083,55,157,5
1084,35,157,6
1085,35,157,7
1086,60,158,1
1087,60,158,2
1088,50,158,3
1089,50,158,4
1090,60,158,5
1091,30,158,6
1092,20,158,7
1093,60,159,1
1094,50,159,2
1095,45,159,3
1096,50,159,4
1097,55,159,5
1098,20,159,6
1099,25,159,7
1100,65,160,1
1101,55,160,2
1102,45,160,3
1103,50,160,4
1104,50,160,5
1105,30,160,6
1106,25,160,7
1107,70,161,1
1108,65,161,2
1109,60,161,3
1110,45,161,4
1111,45,161,5
1112,25,161,6
1113,30,161,7
1114,60,162,1
1115,60,162,2
1116,50,162,3
1117,45,162,4
1118,50,162,5
1119,25,162,6
1120,35,162,7
1121,65,163,1
1122,50,163,2
1123,50,163,3
1124,45,163,4
1125,55,163,5
1126,30,163,6
1127,30,163,7
1128,60,164,1
1129,60,164,2
1130,45,164,3
1131,50,164,4
1132,50,164,5
1133,30,164,6
1134,30,164,7
1135,70,165,1
1136,65,165,2
1137,50,165,3
1138,55,165,4
1139,55,165,5
1140,25,165,6
1141,20,165,7
1142,60,166,1
1143,60,166,2
1144,45,166,3
1145,55,166,4
1146,45,166,5
1147,25,166,6
1148,30,166,7
1149,65,167,1
1150,65,167,2
1151,55,167,3
1152,45,167,4
1153,45,167,5
1154,25,167,6
1155,25,167,7
1156,70,168,1
1157,65,168,2
1158,55,168,3
1159,40,168,4
1160,55,168,5
1161,15,168,6
1162,35,168,7
1163,60,169,1
1164,60,169,2
1165,45,169,3
1166,55,169,4
1167,50,169,5
1168,30,169,6
1169,25,169,7
1170,70,170,1
1171,75,170,2
1172,45,170,3
1173,50,170,4
1174,55,170,5
1175,30,170,6
1176,30,170,7
1177,65,171,1
1178,70,171,2
1179,55,171,3
1180,50,171,4
1181,55,171,5
1182,30,171,6
1183,20,171,7
1184,75,172,1
1185,60,172,2
1186,45,172,3
1187,60,172,4
1188,45,172,5
1189,25,172,6
1190,35,172,7
1191,65,173,1
1192,70,173,2
1193,60,173,3
1194,45,173,4
1195,55,173,5
1196,25,173,6
1197,35,173,7
1198,70,174,1
1199,60,174,2
1200,60,174,3
1201,45,174,4
1202,45,174,5
1203,20,174,6
1204,25,174,7
1205,65,175,1
1206,60,175,2
1207,50,175,3
1208,50,175,4
1209,50,175,5
1210,30,175,6
1211,30,175,7
1212,70,176,1
1213,65,176,2
1214,45,176,3
1215,55,176,4
1216,50,176,5
1217,15,176,6
1218,30,176,7
1219,120,177,1
1220,100,177,2
1221,85,177,3
1222,85,177,4
1223,90,177,5
1224,60,177,6
1225,55,177,7
1226,65,178,1
1227,60,178,2
1228,45,178,3
1229,45,178,4
1230,60,178,5
1231,30,178,6
1232,35,178,7
1233,70,179,1
1234,65,179,2
1235,45,179,3
1236,50,179,4
1237,45,179,5
1238,30,179,6
1239,20,179,7
1240,65,180,1
1241,60,180,2
1242,55,180,3
1243,55,180,4
1244,55,180,5
1245,35,180,6
1246,30,180,7
1247,65,181,1
1248,60,181,2
1249,40,181,3
1250,50,181,4
1251,65,181,5
1252,25,181,6
1253,20,181,7
1254,65,182,1
1255,60,182,2
1256,40,182,3
1257,55,182,4
1258,50,182,5
1259,35,182,6
1260,30,182,7
1261,65,183,1
1262,60,183,2
1263,50,183,3
1264,50,183,4
1265,50,183,5
1266,45,183,6
1267,25,183,7
1268,70,184,1
1269,60,184,2
1270,55,184,3
1271,60,184,4
1272,55,184,5
1273,25,184,6
1274,20,184,7
1275,55,185,1
1276,65,185,2
1277,50,185,3
1278,55,185,4
1279,50,185,5
1280,30,185,6
1281,30,185,7
1282,60,186,1
1283,65,186,2
1284,55,186,3
1285,50,186,4
1286,60,186,5
1287,25,186,6
1288,25,186,7
1289,60,187,1
1290,60,187,2
1291,45,187,3
1292,55,187,4
1293,40,187,5
1294,25,187,6
1295,25,187,7
1296,70,188,1
1297,60,188,2
1298,45,188,3
1299,50,188,4
1300,50,188,5
1301,30,188,6
1302,30,188,7
1303,65,189,1
1304,70,189,2
1305,50,189,3
1306,45,189,4
1307,55,189,5
1308,35,189,6
1309,30,189,7
1310,65,190,1
1311,65,190,2
1312,55,190,3
1313,55,190,4
1314,50,190,5
1315,30,190,6
1316,20,190,7
1317,65,191,1
1318,50,191,2
1319,50,191,3
1320,50,191,4
1321,50,191,5
1322,30,191,6
1323,30,191,7
1324,70,192,1
1325,55,192,2
1326,60,192,3
1327,45,192,4
1328,55,192,5
1329,35,192,6
1330,30,192,7
1331,70,193,1
1332,60,193,2
1333,40,193,3
1334,55,193,4
1335,45,193,5
1336,25,193,6
1337,30,193,7
1338,55,194,1
1339,65,194,2
1340,45,194,3
1341,50,194,4
1342,45,194,5
1343,30,194,6
1344,30,194,7
1345,60,195,1
1346,60,195,2
1347,50,195,3
1348,50,195,4
1349,55,195,5
1350,25,195,6
1351,20,195,7
1352,60,196,1
1353,60,196,2
1354,50,196,3
1355,60,196,4
1356,50,196,5
1357,35,196,6
1358,35,196,7
1359,65,197,1
1360,55,197,2
1361,50,197,3
1362,60,197,4
1363,50,197,5
1364,30,197,6
1365,25,197,7
1366,75,198,1
1367,55,198,2
1368,50,198,3
1369,45,198,4
1370,50,198,5
1371,25,198,6
1372,30,198,7
1373,65,199,1
1374,60,199,2
1375,50,199,3
1376,55,199,4
1377,50,199,5
1378,30,199,6
1379,15,199,7
1380,60,200,1
1381,65,200,2
1382,60,200,3
1383,50,200,4
1384,50,200,5
1385,25,200,6
1386,25,200,7
1387,65,201,1
1388,65,201,2
1389,60,201,3
1390,50,201,4
1391,50,201,5
1392,35,201,6
1393,25,201,7
1394,65,202,1
1395,55,202,2
1396,60,202,3
1397,50,202,4
1398,50,202,5
1399,15,202,6
1400,30,202,7
1401,120,203,1
1402,100,203,2
1403,95,203,3
1404,85,203,4
1405,80,203,5
1406,45,203,6
1407,60,203,7
1408,70,204,1
1409,50,204,2
1410,55,204,3
1411,55,204,4
1412,55,204,5
1413,30,204,6
1414,30,204,7
1415,65,205,1
1416,65,205,2
1417,55,205,3
1418,50,205,4
1419,45,205,5
1420,20,205,6
1421,30,205,7
1422,65,206,1
1423,60,206,2
1424,50,206,3
1425,60,206,4
1426,45,206,5
1427,30,206,6
1428,25,206,7
1429,70,207,1
1430,60,207,2
1431,50,207,3
1432,55,207,4
1433,45,207,5
1434,25,207,6
1435,40,207,7
1436,125,208,1
1437,95,208,2
1438,95,208,3
1439,85,208,4
1440,90,208,5
1441,50,208,6
1442,50,208,7
1443,65,209,1
1444,55,209,2
1445,55,209,3
1446,55,209,4
1447,55,209,5
1448,30,209,6
1449,30,209,7
1450,70,210,1
1451,70,210,2
1452,50,210,3
1453,45,210,4
1454,55,210,5
1455,25,210,6
1456,35,210,7
1457,60,211,1
1458,55,211,2
1459,50,211,3
1460,55,211,4
1461,45,211,5
1462,20,211,6
1463,20,211,7
1464,60,212,1
1465,60,212,2
1466,50,212,3
1467,50,212,4
1468,55,212,5
1469,25,212,6
1470,30,212,7
1471,60,213,1
1472,70,213,2
1473,55,213,3
1474,65,213,4
1475,45,213,5
1476,25,213,6
1477,30,213,7
1478,130,214,1
1479,95,214,2
1480,85,214,3
1481,95,214,4
1482,85,214,5
1483,55,214,6
1484,60,214,7
1485,70,215,1
1486,55,215,2
1487,50,215,3
1488,50,215,4
1489,55,215,5
1490,25,215,6
1491,25,215,7
1492,65,216,1
1493,45,216,2
1494,50,216,3
1495,55,216,4
1496,55,216,5
1497,25,216,6
1498,25,216,7
1499,60,217,1
1500,70,217,2
1501,45,217,3
1502,60,217,4
1503,45,217,5
1504,25,217,6
1505,30,217,7
1506,65,218,1
1507,55,218,2
1508,45,218,3
1509,45,218,4
1510,45,218,5
1511,25,218,6
1512,25,218,7
1513,115,219,1
1514,95,219,2
1515,85,219,3
1516,85,219,4
1517,80,219,5
1518,50,219,6
1519,50,219,7
1520,60,220,1
1521,65,220,2
1522,50,220,3
1523,50,220,4
1524,55,220,5
1525,25,220,6
1526,30,220,7
1527,115,221,1
1528,100,221,2
1529,80,221,3
1530,80,221,4
1531,85,221,5
1532,50,221,6
1533,50,221,7
1534,115,222,1
1535,100,222,2
1536,85,222,3
1537,90,222,4
1538,80,222,5
1539,55,222,6
1540,50,222,7
1541,120,223,1
1542,100,223,2
1543,80,223,3
1544,85,223,4
1545,85,223,5
1546,45,223,6
1547,60,223,7
1548,70,224,1
1549,65,224,2
1550,50,224,3
1551,55,224,4
1552,50,224,5
1553,40,224,6
1554,40,224,7
1555,70,225,1
1556,60,225,2
1557,50,225,3
1558,50,225,4
1559,50,225,5
1560,30,225,6
1561,30,225,7
1562,120,226,1
1563,95,226,2
1564,90,226,3
1565,85,226,4
1566,90,226,5
1567,65,226,6
1568,55,226,7
1569,70,227,1
1570,60,227,2
1571,50,227,3
1572,55,227,4
1573,50,227,5
1574,30,227,6
1575,25,227,7
1576,70,228,1
1577,60,228,2
1578,50,228,3
1579,60,228,4
1580,60,228,5
1581,25,228,6
1582,20,228,7
1583,60,229,1
1584,65,229,2
1585,50,229,3
1586,50,229,4
1587,55,229,5
1588,30,229,6
1589,35,229,7
1590,70,230,1
1591,55,230,2
1592,55,230,3
1593,35,230,4
1594,50,230,5
1595,40,230,6
1596,35,230,7
1597,70,231,1
1598,70,231,2
1599,50,231,3
1600,50,231,4
1601,40,231,5
1602,30,231,6
1603,35,231,7
1604,65,232,1
1605,50,232,2
1606,55,232,3
1607,45,232,4
1608,55,232,5
1609,25,232,6
1610,20,232,7
1611,65,233,1
1612,60,233,2
1613,55,233,3
1614,55,233,4
1615,50,233,5
1616,35,233,6
1617,25,233,7
1618,65,234,1
1619,60,234,2
1620,50,234,3
1621,50,234,4
1622,60,234,5
1623,20,234,6
1624,30,234,7
1625,70,235,1
1626,55,235,2
1627,50,235,3
1628,50,235,4
1629,55,235,5
1630,30,235,6
1631,30,235,7
1632,70,236,1
1633,65,236,2
1634,50,236,3
1635,55,236,4
1636,55,236,5
1637,25,236,6
1638,35,236,7
1639,65,237,1
1640,60,237,2
1641,45,237,3
1642,50,237,4
1643,50,237,5
1644,25,237,6
1645,10,237,7
1646,70,238,1
1647,75,238,2
1648,45,238,3
1649,55,238,4
1650,50,238,5
1651,40,238,6
1652,30,238,7
1653,75,239,1
1654,55,239,2
1655,55,239,3
1656,50,239,4
1657,55,239,5
1658,25,239,6
1659,25,239,7
1660,60,240,1
1661,55,240,2
1662,50,240,3
1663,40,240,4
