id, open_slots, provider_id, age_group_id
287,0,43,7
288,0,44,1
289,0,44,2
290,0,44,3
291,0,44,4
292,0,44,5
293,0,44,6
294,0,44,7
295,1,45,1
296,0,45,2
297,1,45,3
298,0,45,4
299,0,45,5
300,1,45,6
301,0,45,7
302,2,46,1
303,0,46,2
304,0,46,3
305,2,46,4
306,2,46,5
307,2,46,6
308,0,46,7
309,0,47,1
310,0,47,2
311,0,47,3
312,0,47,4
313,0,47,5
314,0,47,6
315,0,47,7
316,1,48,1
317,1,48,2
318,0,48,3
319,0,48,4
320,0,48,5
321,0,48,6
322,0,48,7
323,0,49,1
324,1,49,2
325,0,49,3
326,0,49,4
327,1,49,5
328,0,49,6
329,0,49,7
330,0,50,1
331,0,50,2
332,0,50,3
333,0,50,4
334,0,50,5
335,0,50,6
336,0,50,7
337,0,51,1
338,0,51,2
339,8,51,3
340,0,51,4
341,4,51,5
342,0,51,6
343,0,51,7
344,1,52,1
345,0,52,2
346,0,52,3
347,1,52,4
348,0,52,5
349,0,52,6
350,0,52,7
351,2,53,1
352,2,53,2
353,0,53,3
354,2,53,4
355,0,53,5
356,0,53,6
357,0,53,7
358,0,54,1
359,0,54,2
360,0,54,3
361,0,54,4
362,0,54,5
363,8,54,6
364,1,54,7
365,1,55,1
366,1,55,2
367,1,55,3
368,0,55,4
369,0,55,5
370,0,55,6
371,0,55,7
372,0,56,1
373,0,56,2
374,0,56,3
375,0,56,4
376,0,56,5
377,0,56,6
378,0,56,7
379,6,57,1
380,0,57,2
381,5,57,3
382,7,57,4
383,0,57,5
384,5,57,6
385,0,57,7
386,6,58,1
387,0,58,2
388,0,58,3
389,0,58,4
390,0,58,5
391,27,58,6
392,2,58,7
393,0,59,1
394,0,59,2
395,4,59,3
396,0,59,4
397,3,59,5
398,0,59,6
399,3,59,7
400,0,60,1
401,18,60,2
402,0,60,3
403,12,60,4
404,9,60,5
405,3,60,6
406,0,60,7
407,0,61,1
408,15,61,2
409,17,61,3
410,15,61,4
411,18,61,5
412,0,61,6
413,0,61,7
414,0,62,1
415,0,62,2
416,0,62,3
417,0,62,4
418,0,62,5
419,0,62,6
420,1,62,7
421,5,63,1
422,0,63,2
423,0,63,3
424,0,63,4
425,0,63,5
426,0,63,6
427,0,63,7
428,0,64,1
429,0,64,2
430,0,64,3
431,0,64,4
432,0,64,5
433,0,64,6
434,0,64,7
435,3,65,1
436,6,65,2
437,4,65,3
438,0,65,4
439,3,65,5
440,0,65,6
441,0,65,7
442,0,66,1
443,0,66,2
444,0,66,3
445,0,66,4
446,0,66,5
447,0,66,6
448,5,66,7
449,2,67,1
450,0,67,2
451,0,67,3
452,0,67,4
453,0,67,5
454,0,67,6
455,2,67,7
456,0,68,1
457,0,68,2
458,0,68,3
459,1,68,4
460,1,68,5
461,0,68,6
462,0,68,7
463,1,69,1
464,1,69,2
465,1,69,3
466,1,69,4
467,0,69,5
468,0,69,6
469,0,69,7
470,1,70,1
471,1,70,2
472,0,70,3
473,0,70,4
474,1,70,5
475,0,70,6
476,0,70,7
477,0,71,1
478,0,71,2
479,1,71,3
480,1,71,4
481,0,71,5
482,0,71,6
483,0,71,7
484,8,72,1
485,0,72,2
486,12,72,3
487,0,72,4
488,12,72,5
489,0,72,6
490,0,72,7
491,0,73,1
492,0,73,2
493,0,73,3
494,0,73,4
495,0,73,5
496,0,73,6
497,0,73,7
498,0,74,1
499,16,74,2
500,0,74,3
501,0,74,4
502,0,74,5
503,0,74,6
504,0,74,7
505,0,75,1
506,0,75,2
507,3,75,3
508,2,75,4
509,0,75,5
510,4,75,6
511,0,75,7
512,1,76,1
513,1,76,2
514,0,76,3
515,0,76,4
516,0,76,5
517,0,76,6
518,1,76,7
519,1,77,1
520,0,77,2
521,0,77,3
522,0,77,4
523,1,77,5
524,1,77,6
525,1,77,7
526,1,78,1
527,0,78,2
528,0,78,3
529,1,78,4
530,1,78,5
531,1,78,6
532,0,78,7
533,0,79,1
534,0,79,2
535,0,79,3
536,0,79,4
537,0,79,5
538,0,79,6
539,0,79,7
540,0,80,1
541,1,80,2
542,0,80,3
543,0,80,4
544,1,80,5
545,1,80,6
546,1,80,7
547,0,81,1
548,0,81,2
549,0,81,3
550,0,81,4
551,0,81,5
552,0,81,6
553,0,81,7
554,0,82,1
555,0,82,2
556,1,82,3
557,0,82,4
558,0,82,5
559,1,82,6
560,1,82,7
561,0,83,1
562,0,83,2
563,1,83,3
564,0,83,4
565,1,83,5
566,0,83,6
567,0,83,7
568,0,84,1
569,0,84,2
570,0,84,3
571,0,84,4
572,0,84,5
573,0,84,6
574,0,84,7
575,0,85,1
576,0,85,2
577,0,85,3
578,1,85,4
579,1,85,5
580,1,85,6
581,0,85,7
582,0,86,1
583,0,86,2
584,0,86,3
585,0,86,4
586,0,86,5
587,0,86,6
588,0,86,7
589,1,87,1
590,0,87,2
591,0,87,3
592,0,87,4
593,0,87,5
594,1,87,6
595,1,87,7
596,0,88,1
597,0,88,2
598,1,88,3
599,0,88,4
600,1,88,5
601,1,88,6
602,1,88,7
603,0,89,1
604,0,89,2
605,0,89,3
606,0,89,4
607,0,89,5
608,0,89,6
609,0,89,7
610,0,90,1
611,0,90,2
612,0,90,3
613,0,90,4
614,0,90,5
615,0,90,6
616,0,90,7
617,0,91,1
618,1,91,2
619,0,91,3
620,0,91,4
621,0,91,5
622,1,91,6
623,1,91,7
624,0,92,1
625,4,92,2
626,0,92,3
627,4,92,4
628,0,92,5
629,4,92,6
630,0,92,7
631,1,93,1
632,0,93,2
633,1,93,3
634,1,93,4
635,1,93,5
636,0,93,6
637,1,93,7
638,0,94,1
639,0,94,2
640,0,94,3
641,0,94,4
642,0,94,5
643,0,94,6
644,0,94,7
645,0,95,1
646,0,95,2
647,1,95,3
648,1,95,4
649,1,95,5
650,0,95,6
651,1,95,7
652,0,96,1
653,0,96,2
654,1,96,3
655,0,96,4
656,0,96,5
657,0,96,6
658,1,96,7
659,0,97,1
660,0,97,2
661,0,97,3
662,0,97,4
663,0,97,5
664,0,97,6
665,0,97,7
666,0,98,1
667,0,98,2
668,0,98,3
669,0,98,4
670,0,98,5
671,0,98,6
672,0,98,7
673,0,99,1
674,1,99,2
675,1,99,3
676,1,99,4
677,1,99,5
678,0,99,6
679,0,99,7
680,0,100,1
681,0,100,2
682,0,100,3
683,0,100,4
684,0,100,5
685,0,100,6
686,0,100,7
687,0,101,1
688,0,101,2
689,0,101,3
690,0,101,4
691,0,101,5
692,0,101,6
693,0,101,7
694,1,102,1
695,0,102,2
696,1,102,3
697,0,102,4
698,0,102,5
699,0,102,6
700,1,102,7
701,0,103,1
702,0,103,2
703,0,103,3
704,0,103,4
705,0,103,5
706,0,103,6
707,0,103,7
708,0,104,1
709,0,104,2
710,0,104,3
711,1,104,4
712,0,104,5
713,0,104,6
714,0,104,7
715,0,105,1
716,0,105,2
717,0,105,3
718,0,105,4
719,0,105,5
720,0,105,6
721,0,105,7
722,0,106,1
723,0,106,2
724,1,106,3
725,1,106,4
726,1,106,5
727,0,106,6
728,0,106,7
729,0,107,1
730,0,107,2
731,0,107,3
732,1,107,4
733,0,107,5
734,0,107,6
735,1,107,7
736,0,108,1
737,1,108,2
738,0,108,3
739,0,108,4
740,0,108,5
741,1,108,6
742,1,108,7
743,0,109,1
744,0,109,2
745,0,109,3
746,0,109,4
747,1,109,5
748,0,109,6
749,1,109,7
750,0,110,1
751,0,110,2
752,0,110,3
753,0,110,4
754,0,110,5
755,0,110,6
756,0,110,7
757,0,111,1
758,0,111,2
759,0,111,3
760,0,111,4
761,0,111,5
762,0,111,6
763,0,111,7
764,1,112,1
765,1,112,2
766,0,112,3
767,0,112,4
768,1,112,5
769,0,112,6
770,0,112,7
771,0,113,1
772,1,113,2
773,1,113,3
774,0,113,4
775,0,113,5
776,1,113,6
777,1,113,7
778,1,114,1
779,1,114,2
780,0,114,3
781,1,114,4
782,0,114,5
783,0,114,6
784,1,114,7
785,0,115,1
786,1,115,2
787,0,115,3
788,0,115,4
789,1,115,5
790,0,115,6
791,0,115,7
792,0,116,1
793,0,116,2
794,0,116,3
795,0,116,4
796,0,116,5
797,0,116,6
798,0,116,7
799,0,117,1
800,0,117,2
801,1,117,3
802,0,117,4
803,1,117,5
804,1,117,6
805,1,117,7
806,7,118,1
807,0,118,2
808,0,118,3
809,0,118,4
810,0,118,5
811,0,118,6
812,0,118,7
813,0,119,1
814,2,119,2
815,0,119,3
816,0,119,4
817,0,119,5
818,0,119,6
819,0,119,7
820,0,120,1
821,0,120,2
822,0,120,3
823,0,120,4
824,0,120,5
825,0,120,6
826,0,120,7
827,0,121,1
828,0,121,2
829,0,121,3
830,0,121,4
831,0,121,5
832,3,121,6
833,0,121,7
834,0,122,1
835,1,122,2
836,1,122,3
837,0,122,4
838,0,122,5
839,0,122,6
840,0,122,7
841,0,123,1
842,0,123,2
843,1,123,3
844,0,123,4
845,1,123,5
846,0,123,6
847,0,123,7
848,0,124,1
849,0,124,2
850,0,124,3
851,0,124,4
852,1,124,5
853,1,124,6
854,0,124,7
855,1,125,1
856,0,125,2
857,0,125,3
858,1,125,4
859,1,125,5
860,0,125,6
861,1,125,7
862,0,126,1
863,1,126,2
864,0,126,3
865,1,126,4
866,1,126,5
867,0,126,6
868,0,126,7
869,0,127,1
870,1,127,2
871,0,127,3
872,0,127,4
873,0,127,5
874,1,127,6
875,0,127,7
876,0,128,1
877,0,128,2
878,0,128,3
879,0,128,4
880,0,128,5
881,0,128,6
882,0,128,7
883,1,129,1
884,1,129,2
885,1,129,3
886,0,129,4
887,0,129,5
888,0,129,6
889,0,129,7
890,0,130,1
891,0,130,2
892,2,130,3
893,0,130,4
894,11,130,5
895,0,130,6
896,18,130,7
897,1,131,1
898,0,131,2
899,1,131,3
900,0,131,4
901,1,131,5
902,0,131,6
903,0,131,7
904,0,132,1
905,0,132,2
906,0,132,3
907,0,132,4
908,0,132,5
909,0,132,6
910,0,132,7
911,1,133,1
912,1,133,2
913,0,133,3
914,0,133,4
915,0,133,5
916,0,133,6
917,0,133,7
918,0,134,1
919,0,134,2
920,0,134,3
921,0,134,4
922,0,134,5
923,0,134,6
924,0,134,7
925,0,135,1
926,0,135,2
927,0,135,3
928,1,135,4
929,0,135,5
930,1,135,6
931,1,135,7
932,0,136,1
933,1,136,2
934,1,136,3
935,0,136,4
936,0,136,5
937,0,136,6
938,1,136,7
939,0,137,1
940,0,137,2
941,0,137,3
942,0,137,4
943,0,137,5
944,0,137,6
945,0,137,7
946,0,138,1
947,0,138,2
948,0,138,3
949,0,138,4
950,0,138,5
951,0,138,6
952,0,138,7
953,0,139,1
954,0,139,2
955,0,139,3
956,0,139,4
957,1,139,5
958,1,139,6
959,1,139,7
960,1,140,1
961,0,140,2
962,1,140,3
963,1,140,4
964,1,140,5
965,0,140,6
966,1,140,7
967,0,141,1
968,0,141,2
969,0,141,3
970,1,141,4
971,0,141,5
972,0,141,6
973,1,141,7
974,0,142,1
975,0,142,2
976,0,142,3
977,0,142,4
978,0,142,5
979,0,142,6
980,0,142,7
981,0,143,1
982,0,143,2
983,0,143,3
984,0,143,4
985,0,143,5
986,0,143,6
987,0,143,7
988,0,144,1
989,1,144,2
990,1,144,3
991,0,144,4
992,0,144,5
993,0,144,6
994,1,144,7
995,0,145,1
996,0,145,2
997,0,145,3
998,0,145,4
999,0,145,5
1000,0,145,6
1001,0,145,7
1002,0,146,1
1003,0,146,2
1004,0,146,3
1005,0,146,4
1006,0,146,5
1007,0,146,6
1008,0,146,7
1009,0,147,1
1010,0,147,2
1011,0,147,3
1012,0,147,4
1013,0,147,5
1014,0,147,6
1015,0,147,7
1016,0,148,1
1017,0,148,2
1018,12,148,3
1019,37,148,4
1020,0,148,5
1021,0,148,6
1022,19,148,7
1023,0,149,1
1024,0,149,2
1025,0,149,3
1026,0,149,4
1027,0,149,5
1028,0,149,6
1029,0,149,7
1030,0,150,1
1031,0,150,2
1032,0,150,3
1033,0,150,4
1034,0,150,5
1035,0,150,6
1036,0,150,7
1037,1,151,1
1038,0,151,2
1039,0,151,3
1040,1,151,4
1041,1,151,5
1042,1,151,6
1043,1,151,7
1044,0,152,1
1045,0,152,2
1046,0,152,3
1047,2,152,4
1048,0,152,5
1049,0,152,6
1050,0,152,7
1051,0,153,1
1052,0,153,2
1053,0,153,3
1054,0,153,4
1055,0,153,5
1056,0,153,6
1057,0,153,7
1058,0,154,1
1059,0,154,2
1060,0,154,3
1061,1,154,4
1062,1,154,5
1063,1,154,6
1064,0,154,7
1065,0,155,1
1066,0,155,2
1067,0,155,3
1068,0,155,4
1069,0,155,5
1070,0,155,6
1071,0,155,7
1072,0,156,1
1073,0,156,2
1074,0,156,3
1075,0,156,4
1076,0,156,5
1077,0,156,6
1078,0,156,7
1079,0,157,1
1080,1,157,2
1081,1,157,3
1082,1,157,4
1083,0,157,5
1084,1,157,6
1085,1,157,7
1086,0,158,1
1087,0,158,2
1088,0,158,3
1089,0,158,4
1090,1,158,5
1091,0,158,6
1092,1,158,7
1093,0,159,1
1094,0,159,2
1095,0,159,3
1096,0,159,4
1097,0,159,5
1098,0,159,6
1099,0,159,7
1100,0,160,1
1101,0,160,2
1102,0,160,3
1103,0,160,4
1104,0,160,5
1105,0,160,6
1106,0,160,7
1107,0,161,1
1108,0,161,2
1109,0,161,3
1110,0,161,4
1111,1,161,5
1112,0,161,6
1113,0,161,7
1114,0,162,1
1115,0,162,2
1116,0,162,3
1117,0,162,4
1118,0,162,5
1119,0,162,6
1120,0,162,7
1121,0,163,1
1122,1,163,2
1123,0,163,3
1124,0,163,4
1125,1,163,5
1126,0,163,6
1127,1,163,7
1128,0,164,1
1129,0,164,2
1130,0,164,3
1131,0,164,4
1132,0,164,5
1133,0,164,6
1134,0,164,7
1135,1,165,1
1136,1,165,2
1137,1,165,3
1138,0,165,4
1139,1,165,5
1140,1,165,6
1141,0,165,7
1142,0,166,1
1143,0,166,2
1144,0,166,3
1145,0,166,4
1146,0,166,5
1147,0,166,6
1148,0,166,7
1149,0,167,1
1150,1,167,2
1151,1,167,3
1152,0,167,4
1153,1,167,5
1154,0,167,6
1155,0,167,7
1156,0,168,1
1157,0,168,2
1158,0,168,3
1159,0,168,4
1160,0,168,5
1161,0,168,6
1162,0,168,7
1163,0,169,1
1164,0,169,2
1165,0,169,3
1166,0,169,4
1167,0,169,5
1168,0,169,6
1169,0,169,7
1170,0,170,1
1171,0,170,2
1172,1,170,3
1173,1,170,4
1174,1,170,5
1175,1,170,6
1176,0,170,7
1177,0,171,1
1178,0,171,2
1179,0,171,3
1180,1,171,4
1181,0,171,5
1182,0,171,6
1183,0,171,7
1184,0,172,1
1185,0,172,2
1186,0,172,3
1187,0,172,4
1188,0,172,5
1189,0,172,6
1190,0,172,7
1191,0,173,1
1192,1,173,2
1193,0,173,3
1194,1,173,4
1195,1,173,5
1196,1,173,6
1197,0,173,7
1198,0,174,1
1199,0,174,2
1200,0,174,3
1201,0,174,4
1202,0,174,5
1203,0,174,6
1204,0,174,7
1205,0,175,1
1206,0,175,2
1207,0,175,3
1208,0,175,4
1209,0,175,5
1210,0,175,6
1211,0,175,7
1212,0,176,1
1213,0,176,2
1214,0,176,3
1215,1,176,4
1216,0,176,5
1217,0,176,6
1218,0,176,7
1219,0,177,1
1220,2,177,2
1221,2,177,3
1222,2,177,4
1223,0,177,5
1224,0,177,6
1225,0,177,7
1226,0,178,1
1227,0,178,2
1228,0,178,3
1229,0,178,4
1230,0,178,5
1231,0,178,6
1232,0,178,7
1233,0,179,1
1234,0,179,2
1235,0,179,3
1236,0,179,4
1237,0,179,5
1238,0,179,6
1239,0,179,7
1240,0,180,1
1241,0,180,2
1242,0,180,3
1243,0,180,4
1244,0,180,5
1245,0,180,6
1246,0,180,7
1247,0,181,1
1248,0,181,2
1249,0,181,3
1250,0,181,4
1251,0,181,5
1252,0,181,6
1253,0,181,7
1254,0,182,1
1255,0,182,2
1256,0,182,3
1257,0,182,4
1258,0,182,5
1259,0,182,6
1260,0,182,7
1261,0,183,1
1262,0,183,2
1263,0,183,3
1264,0,183,4
1265,0,183,5
1266,0,183,6
1267,0,183,7
1268,0,184,1
1269,0,184,2
1270,0,184,3
1271,0,184,4
1272,0,184,5
1273,0,184,6
1274,0,184,7
1275,1,185,1
1276,0,185,2
1277,1,185,3
1278,0,185,4
1279,0,185,5
1280,0,185,6
1281,1,185,7
1282,0,186,1
1283,0,186,2
1284,0,186,3
1285,0,186,4
1286,1,186,5
1287,0,186,6
1288,1,186,7
1289,0,187,1
1290,0,187,2
1291,0,187,3
1292,0,187,4
1293,0,187,5
1294,0,187,6
1295,0,187,7
1296,0,188,1
1297,1,188,2
1298,0,188,3
1299,0,188,4
1300,1,188,5
1301,1,188,6
1302,1,188,7
1303,0,189,1
1304,0,189,2
1305,0,189,3
1306,0,189,4
1307,0,189,5
1308,0,189,6
1309,0,189,7
1310,0,190,1
1311,0,190,2
1312,0,190,3
1313,0,190,4
1314,0,190,5
1315,0,190,6
1316,0,190,7
1317,0,191,1
1318,0,191,2
1319,0,191,3
1320,0,191,4
1321,0,191,5
1322,0,191,6
1323,0,191,7
1324,0,192,1
1325,0,192,2
1326,0,192,3
1327,0,192,4
1328,0,192,5
1329,0,192,6
1330,0,192,7
1331,0,193,1
1332,0,193,2
1333,0,193,3
1334,1,193,4
1335,1,193,5
1336,0,193,6
1337,0,193,7
1338,0,194,1
1339,0,194,2
1340,0,194,3
1341,0,194,4
1342,0,194,5
1343,0,194,6
1344,0,194,7
1345,0,195,1
1346,0,195,2
1347,0,195,3
1348,0,195,4
1349,0,195,5
1350,0,195,6
1351,0,195,7
1352,0,196,1
1353,0,196,2
1354,0,196,3
1355,0,196,4
1356,0,196,5
1357,0,196,6
1358,0,196,7
1359,0,197,1
1360,0,197,2
1361,0,197,3
1362,0,197,4
1363,0,197,5
1364,0,197,6
1365,0,197,7
1366,0,198,1
1367,0,198,2
1368,0,198,3
1369,0,198,4
1370,0,198,5
1371,0,198,6
1372,0,198,7
1373,0,199,1
1374,0,199,2
1375,0,199,3
1376,0,199,4
1377,0,199,5
1378,0,199,6
1379,0,199,7
1380,1,200,1
1381,0,200,2
1382,1,200,3
1383,0,200,4
1384,1,200,5
1385,1,200,6
1386,0,200,7
1387,0,201,1
1388,0,201,2
1389,0,201,3
1390,0,201,4
1391,0,201,5
1392,0,201,6
1393,0,201,7
1394,0,202,1
1395,0,202,2
1396,0,202,3
1397,0,202,4
1398,0,202,5
1399,0,202,6
1400,0,202,7
1401,0,203,1
1402,0,203,2
1403,0,203,3
1404,4,203,4
1405,4,203,5
1406,3,203,6
1407,0,203,7
1408,0,204,1
1409,0,204,2
1410,0,204,3
1411,0,204,4
1412,0,204,5
1413,0,204,6
1414,0,204,7
1415,0,205,1
1416,0,205,2
1417,0,205,3
1418,0,205,4
1419,0,205,5
1420,0,205,6
1421,0,205,7
1422,0,206,1
1423,1,206,2
1424,1,206,3
1425,0,206,4
1426,0,206,5
1427,0,206,6
1428,0,206,7
1429,0,207,1
1430,0,207,2
1431,0,207,3
1432,0,207,4
1433,0,207,5
1434,0,207,6
1435,0,207,7
1436,3,208,1
1437,1,208,2
1438,0,208,3
1439,6,208,4
1440,2,208,5
1441,0,208,6
1442,1,208,7
1443,0,209,1
1444,0,209,2
1445,0,209,3
1446,0,209,4
1447,0,209,5
1448,0,209,6
1449,0,209,7
1450,0,210,1
1451,0,210,2
1452,0,210,3
1453,0,210,4
1454,0,210,5
1455,0,210,6
1456,0,210,7
1457,0,211,1
1458,0,211,2
1459,0,211,3
1460,0,211,4
1461,0,211,5
1462,0,211,6
1463,0,211,7
1464,0,212,1
1465,0,212,2
1466,0,212,3
1467,0,212,4
1468,0,212,5
1469,0,212,6
1470,0,212,7
1471,0,213,1
1472,0,213,2
1473,0,213,3
1474,0,213,4
1475,1,213,5
1476,0,213,6
1477,0,213,7
1478,0,214,1
1479,0,214,2
1480,0,214,3
1481,3,214,4
1482,0,214,5
1483,0,214,6
1484,0,214,7
1485,0,215,1
1486,0,215,2
1487,0,215,3
1488,0,215,4
1489,0,215,5
1490,0,215,6
1491,0,215,7
1492,0,216,1
1493,0,216,2
1494,0,216,3
1495,0,216,4
1496,0,216,5
1497,0,216,6
1498,0,216,7
1499,0,217,1
1500,0,217,2
1501,0,217,3
1502,0,217,4
1503,0,217,5
1504,0,217,6
1505,0,217,7
1506,0,218,1
1507,0,218,2
1508,1,218,3
1509,0,218,4
1510,1,218,5
1511,1,218,6
1512,1,218,7
1513,2,219,1
1514,2,219,2
1515,0,219,3
1516,0,219,4
1517,0,219,5
1518,2,219,6
1519,0,219,7
1520,0,220,1
1521,0,220,2
1522,0,220,3
1523,0,220,4
1524,0,220,5
1525,0,220,6
1526,0,220,7
1527,0,221,1
1528,18,221,2
1529,0,221,3
1530,0,221,4
1531,9,221,5
1532,0,221,6
1533,14,221,7
1534,2,222,1
1535,0,222,2
1536,0,222,3
1537,2,222,4
1538,0,222,5
1539,2,222,6
1540,2,222,7
1541,0,223,1
1542,1,223,2
1543,1,223,3
1544,0,223,4
1545,1,223,5
1546,0,223,6
1547,0,223,7
1548,0,224,1
1549,0,224,2
1550,0,224,3
1551,0,224,4
1552,0,224,5
1553,0,224,6
1554,0,224,7
1555,0,225,1
1556,0,225,2
1557,0,225,3
1558,0,225,4
1559,0,225,5
1560,0,225,6
1561,0,225,7
1562,0,226,1
1563,4,226,2
1564,0,226,3
1565,0,226,4
1566,0,226,5
1567,0,226,6
1568,2,226,7
1569,0,227,1
1570,0,227,2
1571,0,227,3
1572,0,227,4
1573,1,227,5
1574,0,227,6
1575,0,227,7
1576,0,228,1
1577,0,228,2
1578,0,228,3
1579,0,228,4
1580,0,228,5
1581,0,228,6
1582,0,228,7
1583,0,229,1
1584,0,229,2
1585,0,229,3
1586,0,229,4
1587,0,229,5
1588,0,229,6
1589,0,229,7
1590,1,230,1
1591,0,230,2
1592,1,230,3
1593,1,230,4
1594,1,230,5
1595,0,230,6
1596,0,230,7
1597,0,231,1
1598,0,231,2
1599,0,231,3
1600,0,231,4
1601,0,231,5
1602,0,231,6
1603,0,231,7
1604,0,232,1
1605,0,232,2
1606,0,232,3
1607,0,232,4
1608,0,232,5
1609,0,232,6
1610,0,232,7
1611,0,233,1
1612,1,233,2
1613,1,233,3
1614,0,233,4
1615,0,233,5
1616,0,233,6
1617,1,233,7
1618,0,234,1
1619,0,234,2
1620,1,234,3
1621,0,234,4
1622,0,234,5
1623,1,234,6
1624,1,234,7
1625,0,235,1
1626,0,235,2
1627,0,235,3
1628,0,235,4
1629,0,235,5
1630,0,235,6
1631,0,235,7
1632,0,236,1
1633,0,236,2
1634,0,236,3
1635,0,236,4
1636,0,236,5
1637,0,236,6
1638,0,236,7
1639,1,237,1
1640,1,237,2
1641,0,237,3
1642,0,237,4
1643,0,237,5
1644,1,237,6
1645,1,237,7
1646,0,238,1
1647,1,238,2
1648,0,238,3
1649,1,238,4
1650,0,238,5
1651,1,238,6
1652,1,238,7
1653,1,239,1
1654,1,239,2
1655,0,239,3
1656,0,239,4
1657,0,239,5
1658,1,239,6
1659,1,239,7
1660,0,240,1
1661,0,240,2
1662,1,240,3
